"id","item","code","name","segment","ncms"
"cest_0801500","15","08.015.00","Plaquetas ou pastilhas intercambiáveis","08","82090011"
"cest_0801600","16","08.016.00","Outras plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de ceramais (“cermets”), exceto as classificadas no CEST 08.015.00","08","8209"
"cest_0801700","17","08.017.00","Facas de lâmina cortante ou serrilhada, incluídas as podadeiras de lâmina móvel, e suas lâminas, exceto as de uso doméstico","08","8211"
"cest_0801800","18","08.018.00","Tesouras e suas lâminas","08","8213"
"cest_0801900","19","08.019.00","Ferramentas pneumáticas, hidráulicas ou com motor (elétrico ou não elétrico) incorporado, de uso manual, exceto o descrito no CEST 08.019.01","08","8467"
"cest_0801901","19.1","08.019.01","Moto-serras portáteis de corrente, com motor incorporado, não elétrico, de uso agrícola","08","84678100"
"cest_0802000","20","08.020.00","Instrumentos e aparelhos de geodesia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bussolas; telêmetros","08","9015"
"cest_0802100","21","08.021.00","Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios","08","90172000,901730,901780,90179090"
"cest_0802200","22","08.022.00","Termômetros, suas partes e acessórios","08","90251190,90259010"
"cest_0802300","23","08.023.00","Pirômetros, suas partes e acessórios","08","902519,90259090"
"cest_0900100","1","09.001.00","Lâmpadas elétricas","09","8539"
"cest_0900200","2","09.002.00","Lâmpadas eletrônicas","09","8540"
"cest_0900300","3","09.003.00","Reatores para lâmpadas ou tubos de descargas","09","85041000"
"cest_0900400","4","09.004.00","“Starter”","09","85365"
"cest_0900500","5","09.005.00","Lâmpadas de LED (diodos emissores de luz)","09","85395200"
"cest_1000100","1","10.001.00","Cal","10","2522"
"cest_1000200","2","10.002.00","Argamassas","10","3816001,38245000"
"cest_1000300","3","10.003.00","Outras argamassas","10","32149000"
"cest_1000400","4","10.004.00","Silicones em formas primárias, para uso na construção","10","3910"
"cest_1000500","5","10.005.00","Revestimentos de PVC e outros plásticos; forro, sancas e afins de PVC, para uso na construção","10","3916"
"cest_1000600","6","10.006.00","Tubos, e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plásticos, para uso na construção","10","3917"
"cest_1000700","7","10.007.00","Revestimento de pavimento de PVC e outros plásticos","10","3918"
"cest_1000800","8","10.008.00","Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plásticos, mesmo em rolos, para uso na construção","10","3919"
"cest_1000900","9","10.009.00","Veda rosca, lona plástica para uso na construção, fitas isolantes e afins","10","3919,3920,3921"
"cest_1001000","10","10.010.00","Telha de plástico, mesmo reforçada com fibra de vidro","10","3921"
"cest_1001100","11","10.011.00","Cumeeira de plástico, mesmo reforçada com fibra de vidro","10","3921"
"cest_1001200","12","10.012.00","Chapas, laminados plásticos em bobina, para uso na construção, exceto os descritos no CEST 10.010.00 e 10.011.00","10","3921"
"cest_1001300","13","10.013.00","Banheiras, boxes para chuveiros, pias, lavatórios, bidês, sanitários e seus assentos e tampas, caixas de descarga e artigos semelhantes para usos sanitários ou higiênicos, de plásticos","10","3922"
"cest_1001400","14","10.014.00","Artefatos de higiene/toucador de plástico, para uso na construção","10","3924"
"cest_1001500","15","10.015.00","Caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro","10","39251000"
"cest_1001600","16","10.016.00","Outras telhas, cumeeira e caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro","10","39259"
"cest_1001700","17","10.017.00","Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos CEST 10.015.00 e 10.016.00","10","39251000,392590"
"cest_1001800","18","10.018.00","Portas, janelas e seus caixilhos, alizares e soleiras","10","39252000"
"cest_1001900","19","10.019.00","Postigos, estores (incluídas as venezianas) e artefatos semelhantes e suas partes","10","39253000"
"cest_1002000","20","10.020.00","Outras obras de plástico, para uso na construção","10","39269"
"cest_1002100","21","10.021.00","Papel de parede e revestimentos de parede semelhantes; papel para vitrais","10","4814"
"cest_1002200","22","10.022.00","Telhas de concreto","10","68101900"
"cest_1002300","23","10.023.00","REVOGADO","10","6811"
"cest_1002400","24","10.024.00","Caixas d’água, tanques e reservatórios e suas tampas, telhas, calhas, cumeeiras e afins, de fibrocimento, cimento-celulose ou semelhantes, contendo ou não amianto.","10","6811"
"cest_1002500","25","10.025.00","Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (“kieselghur”, tripolita, diatomita, por exemplo) ou de terras siliciosas semelhantes","10","69010000"
"cest_1002600","26","10.026.00","Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para uso na construção, refratários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes","10","6902"
"cest_1002700","27","10.027.00","Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica","10","6904"
"cest_1002800","28","10.028.00","Telhas, elementos de chaminés, condutores de fumaça, ornamentos arquitetônicos, de cerâmica, e outros produtos cerâmicos para uso na construção","10","6905"
"cest_1002900","29","10.029.00","Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica","10","69060000"
"cest_1003000","30","10.030.00","Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento","10","6907"
"cest_1003001","30.1","10.030.01","Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte, exceto os descritos CEST 10.030.00","10","6907"
"cest_1003100","31","10.031.00","Pias, lavatórios, colunas para lavatórios, banheiras, bidês, sanitários, caixas de descarga, mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica","10","6910"
"cest_1003200","32","10.032.00","Artefatos de higiene/toucador de cerâmica","10","69120000"
"cest_1003300","33","10.033.00","Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho","10","7003"
"cest_1003400","34","10.034.00","Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho","10","7004"
"cest_1003500","35","10.035.00","Vidro flotado e vidro desbastado ou polido em uma ou em ambas as faces, em chapas ou em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho","10","7005"
"cest_1003600","36","10.036.00","Vidros temperados","10","70071900"
"cest_1003700","37","10.037.00","Vidros laminados","10","70072900"
"cest_1003800","38","10.038.00","Vidros isolantes de paredes múltiplas","10","7008"
"cest_1003900","39","10.039.00","Blocos, placas, tijolos, ladrilhos, telhas e outros artefatos, de vidro prensado ou moldado, mesmo armado, para uso na construção; cubos, pastilhas e outros artigos semelhantes","10","7016"
"cest_1004000","40","10.040.00","Barras próprias para construções, exceto vergalhões","10","72142000"
"cest_1004100","41","10.041.00","Outras barras próprias para construções, exceto vergalhões","10","73089010"
"cest_1004101","41.1","10.041.01","Outros vergalhões","10","73089010"
"cest_1004200","42","10.042.00","Vergalhões","10","72142000"
"cest_1004300","43","10.043.00","Outros vergalhões","10","7213"
"cest_1004400","44","10.044.00","Fios de ferro ou aço não ligados, não revestidos, mesmo polidos; cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos","10","72171090,7312"
"cest_1004500","45","10.045.00","Outros fios de ferro ou aço, não ligados, galvanizados com teor de carbono superior ou igual a 0,6%, em peso","10","72172010"
"cest_1004501","45.1","10.045.01","Outros fios de ferro ou aço, não ligados, galvanizados","10","72172090"
"cest_1004600","46","10.046.00","Acessórios para tubos (inclusive uniões, cotovelos, luvas ou mangas), de ferro fundido, ferro ou aço","10","7307"
"cest_1004700","47","10.047.00","Portas e janelas, e seus caixilhos, alizares e soleiras de ferro fundido, ferro ou aço","10","73083000"
"cest_1004800","48","10.048.00","Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço","10","73084000,730890"
"cest_1004900","49","10.049.00","Treliças de aço","10","73084000"
"cest_1005000","50","10.050.00","Telhas metálicas","10","73089090"
"cest_1005100","51","10.051.00","Caixas diversas (tais como caixa de correio, de entrada de água, de energia, de instalação) de ferro fundido, ferro ou aço; próprias para a construção","10","7310"
"cest_1005200","52","10.052.00","Arame farpado, de ferro ou aço, arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas","10","73130000"
"cest_1005300","53","10.053.00","Telas metálicas, grades e redes, de fios de ferro ou aço","10","7314"
"cest_1005400","54","10.054.00","Correntes de rolos, de ferro fundido, ferro ou aço","10","73151100"
"cest_1005500","55","10.055.00","Outras correntes de elos articulados, de ferro fundido, ferro ou aço","10","73151290"
"cest_1005600","56","10.056.00","Correntes de elos soldados, de ferro fundido, de ferro ou aço","10","73158200"
"cest_1005700","57","10.057.00","Tachas, pregos, percevejos, escápulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre","10","7317"
"cest_1005800","58","10.058.00","Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, contrapinos ou troços, arruelas (anilhas) (incluindo as de pressão) e artigos semelhantes, de ferro fundido, ferro ou aço","10","7318"
"cest_1005900","59","10.059.00","Palha de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00","10","7323"
"cest_1005901","59.1","10.059.01","Esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00","10","7323"
"cest_1006000","60","10.060.00","Artefatos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço, incluídas as pias, banheiras, lavatórios, cubas, mictórios, tanques e afins de ferro fundido, ferro ou aço, para uso na construção","10","7324"
"cest_1006100","61","10.061.00","Outras obras moldadas, de ferro fundido, ferro ou aço, para uso na construção","10","7325"
"cest_1006200","62","10.062.00","Abraçadeiras","10","7326"
"cest_1006300","63","10.063.00","Barras de cobre","10","7407"
"cest_1006400","64","10.064.00","Tubos de cobre e suas ligas, para instalações de água quente e gás, para uso na construção","10","74111010"
"cest_1006500","65","10.065.00","Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas) de cobre e suas ligas, para uso na construção","10","7412"
"cest_1006600","66","10.066.00","Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre, ou de ferro ou aço com cabeça de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão), e artefatos semelhantes, de cobre","10","7415"
"cest_1006700","67","10.067.00","Artefatos de higiene/toucador de cobre, para uso na construção","10","74182000"
"cest_1006800","68","10.068.00","Manta de subcobertura aluminizada","10","76071990"
"cest_1006900","69","10.069.00","Tubos de alumínio e suas ligas, para refrigeração e ar condicionado, para uso na construção","10","7608"
"cest_1007000","70","10.070.00","Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas), de alumínio, para uso na construção","10","76090000"
"cest_1007100","71","10.071.00","Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 9406; chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções","10","7610"
"cest_1007200","72","10.072.00","Artefatos de higiene/toucador de alumínio, para uso na construção","10","76152000"
"cest_1007300","73","10.073.00","Outras obras de alumínio, próprias para construções, incluídas as persianas","10","7616"
"cest_1007400","74","10.074.00","Outras guarnições, ferragens e artigos semelhantes de metais comuns, para construções, inclusive puxadores.","10","83024100"
"cest_1007500","75","10.075.00","Fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns, incluídas as suas partes fechos e armações com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns; exceto os de uso automotivo","10","8301"
"cest_1007600","76","10.076.00","Dobradiças de metais comuns, de qualquer tipo","10","83021000"
"cest_1007700","77","10.077.00","Tubos flexíveis de metais comuns, mesmo com acessórios, para uso na construção","10","8307"
"cest_1007800","78","10.078.00","Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou depósito de metal ou de carbonetos metálicos fios e varetas de pós de metais comuns aglomerados, para metalização por projeção","10","8311"
"cest_1007900","79","10.079.00","Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes","10","8481"
"cest_1008000","80","10.080.00","Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo","10","7009"
"cest_1100100","1","11.001.00","Água sanitária, branqueador e outros alvejantes","11","28289011,28289019,32064100,34025000,38089419"
"cest_1100200","2","11.002.00","Sabões, desinfetantes e sanitizantes, todos em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas","11","34012090,38089419"
"cest_1100300","3","11.003.00","Sabões, desinfetantes e sanitizantes, todos líquidos para lavar roupas","11","34012090,38089419"
"cest_1100400","4","11.004.00","Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes, inclusive adicionados de propriedades desinfetantes ou sanitizantes.","11","34025000"
"cest_1100500","5","11.005.00","Detergentes líquidos, exceto para lavar roupa","11","34025000"
"cest_1100600","6","11.006.00","Detergente líquido para lavar roupa, inclusive adicionados de propriedades desinfetantes ou sanitizantes.","11","34025000"
"cest_1100700","7","11.007.00","Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg","11","3402"
"cest_1100800","8","11.008.00","Amaciante/suavizante","11","38099190"
"cest_1100900","9","11.009.00","Esponjas para limpeza","11","39241000,39249000,68053010,68053090"
"cest_1101000","10","11.010.00","Álcool etílico para limpeza","11","2207,22089000"
"cest_1101100","11","11.011.00","Esponjas e palhas de aço; esponjas para limpeza, polimento ou uso semelhantes; todas de uso doméstico","11","73231000"
"cest_1101200","12","11.012.00","Sacos de lixo de conteúdo igual ou inferior a 100 litros","11","39232"
"cest_1200100","1","12.001.00","Transformadores, bobinas de reatância e de auto indução, inclusive os transformadores de potência superior a 16 KVA, classificados nas posições 8504.33.00 e 8504.34.00; exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas elétricas de descarga classificados no código 8504.10.00, os carregadores de acumuladores do código 8504.40.10, os equipamentos de alimentação ininterrupta de energia (UPS ou “no break”), no código 8504.40.40 e os de uso automotivo","12","8504"
"cest_1200200","2","12.002.00","Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes; exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00","12","8516"
"cest_1200300","3","12.003.00","Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo","12","8535"
"cest_1200400","4","12.004.00","Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas; exceto “starter” classificado na subposição 8536.50 e os de uso automotivo","12","8536"
"cest_1200500","5","12.005.00","Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536","12","8538"
"cest_1200600","6","12.006.00","Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo","12","74130000"
"cest_1200700","7","12.007.00","Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo","12","8544,7605,7614"
"cest_1200800","8","12.008.00","Isoladores de qualquer matéria, para usos elétricos","12","8546"
"cest_1200900","9","12.009.00","Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente","12","8547"
"cest_1300100","1","13.001.00","Medicamentos de referência - positiva, exceto para uso veterinário","13","3003,3004"
"cest_1300101","1.1","13.001.01","Medicamentos de referência - negativa, exceto para uso veterinário","13","3003,3004"
"cest_1300102","1.2","13.001.02","Medicamentos de referência - neutra, exceto para uso veterinário","13","3003,3004"
"cest_1300200","2","13.002.00","Medicamentos genérico - positiva, exceto para uso veterinário","13","3003,3004"
"cest_1300201","2.1","13.002.01","Medicamentos genérico - negativa, exceto para uso veterinário","13","3003,3004"
"cest_1300202","2.2","13.002.02","Medicamentos genérico - neutra, exceto para uso veterinário","13","3003,3004"
"cest_1300300","3","13.003.00","Medicamentos similar - positiva, exceto para uso veterinário","13","3003,3004"
"cest_1300301","3.1","13.003.01","Medicamentos similar - negativa, exceto para uso veterinário","13","3003,3004"
"cest_1300302","3.2","13.003.02","Medicamentos similar - neutra, exceto para uso veterinário","13","3003,3004"
"cest_1300400","4","13.004.00","Outros tipos de medicamentos - positiva, exceto para uso veterinário","13","3003,3004"
"cest_1300401","4.1","13.004.01","Outros tipos de medicamentos - negativa, exceto para uso veterinário","13","3003,3004"
"cest_1300402","4.2","13.004.02","Outros tipos de medicamentos - neutra, exceto para uso veterinário","13","3003,3004"
"cest_1300500","5","13.005.00","Preparações químicas contraceptivas de referência, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva.","13","30066000"
"cest_1300501","5.1","13.005.01","Preparações químicas contraceptivas de referência, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa.","13","30066000"
"cest_1300502","5.2","13.005.02","Preparações químicas contraceptivas genérico, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – positiva.","13","30066000"
"cest_1300503","5.3","13.005.03","Preparações químicas contraceptivas genérico, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – negativa.","13","30066000"
"cest_1300504","5.4","13.005.04","Preparações químicas contraceptivas similar, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – positiva.","13","30066000"
"cest_1300505","5.5","13.005.05","Preparações químicas contraceptivas similar, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – negativa.","13","30066000"
"cest_1300600","6","13.006.00","Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra","13","2936"
"cest_1300700","7","13.007.00","Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva","13","30063"
"cest_1300701","7.1","13.007.01","Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa","13","30063"
"cest_1300800","8","13.008.00","Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva","13","3002"
"cest_1300801","8.1","13.008.01","Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa","13","3002"
"cest_1300900","9","13.009.00","Vacinas e produtos semelhantes, exceto para uso veterinário - positiva;","13","3002"
"cest_1300901","9.1","13.009.01","Vacinas e produtos semelhantes, exceto para uso veterinário - negativa;","13","3002"
"cest_1301000","10","13.010.00","Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva","13","30051010"
"cest_1301001","10.1","13.010.01","Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa","13","30051010"
"cest_1301100","11","13.011.00","Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra","13","3005"
"cest_1301200","12","13.012.00","Luvas cirúrgicas e luvas de procedimento - neutra","13","40151200,40151900"
"cest_1301300","13","13.013.00","Preservativo – neutra","13","40141000"
"cest_1301400","14","13.014.00","Seringas, mesmo com agulhas - neutra","13","901831"
"cest_1301500","15","13.015.00","Agulhas para seringas - neutra","13","9018321"
"cest_1301600","16","13.016.00","Contraceptivos (dispositivos intrauterinos - DIU) - neutra","13","39269090,90189099"
"cest_1400100","1","14.001.00","Objetos de vidro para serviço de mesa ou de cozinha","14","7013"
"cest_1400200","2","14.002.00","Outros copos, exceto de vitrocerâmica","14","70133700"
"cest_1400300","3","14.003.00","Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica","14","70134290"
"cest_1400400","4","14.004.00","Lonas plásticas, exceto as para uso na construção","14","3919,3920,3921"
"cest_1400500","5","14.005.00","Artefatos de higiene/toucador de plástico, exceto os para uso na construção","14","3924"
"cest_1400600","6","14.006.00","Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, não descartáveis","14","39241000"
"cest_1400601","6.1","14.006.01","Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, descartáveis","14","39241000"
"cest_1400700","7","14.007.00","Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - estojos","14","69111010"
"cest_1400800","8","14.008.00","Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - avulsos","14","69111090"
"cest_1400900","9","14.009.00","Artigos para serviço de mesa ou de cozinha, de cerâmica","14","69120000"
"cest_1401000","10","14.010.00","Velas para filtros","14","69120000"
"cest_1401100","11","14.011.00","Filtros descartáveis para coar café ou chá","14","4823209"
"cest_1401200","12","14.012.00","Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão","14","48236"
"cest_1401300","13","14.013.00","Papel para cigarro","14","48131000"
"cest_1600100","1","16.001.00","Pneus novos, dos tipos utilizados em automóveis de passageiros (incluídos os veículos de uso misto - camionetas e os automóveis de corrida)","15","40111000"
"cest_1600200","2","16.002.00","Pneus novos, dos tipos utilizados em caminhões (inclusive para os fora-de-estrada), ônibus, aviões, máquinas de terraplenagem, de construção e conservação de estradas, máquinas e tratores agrícolas, pá-carregadeira","15","4011"
"cest_1600300","3","16.003.00","Pneus novos para motocicletas","15","40114000"
"cest_1600400","4","16.004.00","Outros tipos de pneus novos, exceto os itens classificados no CEST 16.005.00","15","4011"
"cest_1600500","5","16.005.00","Pneus novos de borracha dos tipos utilizados em bicicletas","15","40115000"
"cest_1600600","6","16.006.00","Pneus recauchutados","15","40121"
"cest_1600700","7","16.007.00","Protetores de borracha, exceto os itens classificados no CEST 16.007.01","15","40129"
"cest_1600701","7.1","16.007.01","Protetores de borracha para bicicletas","15","40129"
"cest_1600800","8","16.008.00","Câmaras de ar de borracha, exceto os itens classificados no CEST 16.009.00","15","4013"
"cest_1600900","9","16.009.00","Câmaras de ar de borracha dos tipos utilizados em bicicletas","15","40132000"
"cest_1700100","1","17.001.00","Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.005.00","16","17049010"
"cest_1700101","1.1","17.001.01","Chocolate branco, em embalagens de conteúdo superior a 1 kg e inferior ou igual a 2 kg, exceto os classificados no CEST 17.005.00","16","17049010"
"cest_1700102","1.2","17.001.02","Coberturas de chocolate branco e outros produtos de confeitaria com manteiga de cacau, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.008.00","16","17049090"
"cest_1700103","1.3","17.001.03","Coberturas de chocolate branco e outros produtos de confeitaria com manteiga de cacau, em embalagens de conteúdo superior a 1 kg e inferior ou igual a 2 kg, exceto os classificados no CEST 17.008.00","16","17049090"
"cest_1700200","2","17.002.00","Chocolates, em tabletes, barras ou paus, recheados, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 1 kg","16","18063110"
"cest_1700201","2.1","17.002.01","Chocolates, em tabletes, barras ou paus, recheados, em recipientes ou embalagens de conteúdo superior a 1 kg e inferior ou igual a 2 kg","16","18063110"
"cest_1700201","2.1","17.002.01","Chocolates ou outras preparações alimentícias que contenham cacau, em tabletes, barras ou paus, recheados, em recipientes ou embalagens imediatas de conteúdo superior a 1 kg e inferior ou igual a 2 kg","16","18063110,18063120"
"cest_1700202","2.2","17.002.02","Outras preparações alimentícias que contenham cacau, em tabletes, barras ou paus, recheados, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 1 kg","16","18063120"
"cest_1700203","2.3","17.002.03","Outras preparações alimentícias que contenham cacau, em tabletes, barras ou paus, recheados, em recipientes ou embalagens de conteúdo superior a 1 kg e inferior ou igual a 2 kg","16","18063120"
"cest_1700203","2.3","17.002.03","Outras preparações alimentícias que contenham cacau, em tabletes, barras ou paus, recheados, em recipientes ou embalagens de conteúdo superior a 1 kg e inferior ou igual a 2 kg","16","18063110,18063120"
"cest_1700300","3","17.003.00","Chocolates, em tabletes, barras ou paus, não recheados, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg","16","18063210"
"cest_1700301","3.1","17.003.01","Outras preparações alimentícias que contenham cacau, em tabletes, barras ou paus, não recheados, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg","16","18063220"
"cest_1700400","4","17.004.00","Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados nos CEST 17.005.01, 17.006.00, 17.006.02, 17.007.00 e 17.109.00","16","18069000"
"cest_1700401","4.1","17.004.01","Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo superior a 1 kg e inferior ou igual a 2 kg, exceto os classificados nos CEST 17.005.01, 17.006.00, 17.006.02 e 17.007.00","16","18069000"
"cest_1700500","5","17.005.00","Ovos de páscoa de chocolate branco","16","17049010"
"cest_1700501","5.1","17.005.01","Ovos de páscoa de chocolate","16","18069000"
"cest_1700600","6","17.006.00","Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02","16","18069000"
"cest_1700601","6.1","17.006.01","Cacau em pó, com adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1kg","16","18061000"
"cest_1700602","6.2","17.006.02","Achocolatados em pó, em cápsulas","16","18069000"
"cest_1700700","7","17.007.00","Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg","16","18069000"
"cest_1700800","8","17.008.00","Bombons, inclusive à base de chocolate branco sem cacau","16","17049090"
"cest_1700900","9","17.009.00","Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau","16","18069000"
"cest_1701000","10","17.010.00","Sucos de frutas ou de produtos hortícolas; mistura de sucos","16","2009"
