"id","code","name","active"
"icms_origin_0","0","Nacional, exceto as indicadas nos códigos 3, 4, 5 e 8","1"
"icms_origin_1","1","Estrangeira - importação direta, exceto a indicada no código 6","1"
"icms_origin_2","2","Estrangeira - adquirida no mercado interno, exceto a indicada no código 7","1"
"icms_origin_3","3","Nacional - mercadoria ou bem com Conteúdo de Importação superior a 40% (quarenta por cento) e inferior ou igual a 70% (setenta por cento)","1"
"icms_origin_4","4","Nacional - cuja produção tenha sido feita em conformidade com os processos produtivos básicos de que tratam o Decreto-lei n° 288/67 e as Leis (federais) nos 8.428/91, 8.397/91, 10.176/2001 e 11.484/2007","1"
"icms_origin_5","5","Nacional - mercadoria ou bem com Conteúdo de Importação inferior ou igual a 40% (quarenta por cento)","1"
"icms_origin_6","6","Estrangeira - importação direta, sem similar nacional, constante em lista de Resolução CAMEX e gás natural","1"
"icms_origin_7","7","Estrangeira - adquirida no mercado interno, sem similar nacional, constante em lista de Resolução CAMEX e gás natural","1"
"icms_origin_8","8","Nacional - mercadoria ou bem com Conteúdo de Importação superior a 70% (setenta por cento). (cf. Ajuste SINIEF 15/2013)","1"
